account_id,customer_id,product_type,original_balance,current_balance,interest_rate_band,fees_accrued,days_past_due,loan_tenure_months,legal_stage,region_id
A11043,C0850,Personal Loan,37341,110140,High,17515,30,24,Legal,R02
A11044,C0851,Personal Loan,454724,476000,Low,10395,60,24,Legal,R01
A11045,C0851,Telecom,399080,286280,Low,10742,60,36,Legal,R03
A11046,C0852,Personal Loan,149132,350138,Low,15387,30,48,Legal,R01
A11047,C0853,Credit Card,369829,358019,Medium,6120,60,12,Pre-Legal,R02
A11048,C0854,Personal Loan,126379,327872,Medium,4040,120,36,Pre-Legal,R01
A11049,C0855,Telecom,117417,370462,High,8161,60,24,Pre-Legal,R01
A11050,C0856,Credit Card,164444,445898,Medium,2763,30,24,Legal,R03
A11051,C0857,Telecom,160017,44418,High,14354,60,36,Pre-Legal,R02
A11052,C0857,Telecom,69635,272470,High,17053,60,60,Charged-Off,R02
A11053,C0858,Personal Loan,351693,203302,High,11656,120,36,Charged-Off,R03
A11054,C0859,Credit Card,32420,295456,Medium,23109,180,24,Pre-Legal,R02
A11055,C0860,Telecom,345764,366734,Medium,2392,120,12,Legal,R02
A11056,C0861,Personal Loan,45346,120633,Low,16885,240,48,Pre-Legal,R01
A11057,C0862,Credit Card,162003,153774,Low,14636,180,60,Pre-Legal,R02
A11058,C0863,Credit Card,254849,15018,Medium,5880,120,36,Pre-Legal,R03
A11059,C0864,Credit Card,293538,349302,Low,12795,240,36,Charged-Off,R03
A11060,C0865,Personal Loan,198728,152661,Low,23733,180,48,Pre-Legal,R03
A11061,C0865,Telecom,470047,66827,Low,15465,240,36,Pre-Legal,R01
A11062,C0866,Credit Card,356828,385754,Medium,18665,180,60,Pre-Legal,R03
A11063,C0867,Personal Loan,52191,74488,Medium,17332,120,60,Legal,R02
A11064,C0868,Credit Card,231965,459550,Low,3826,60,36,Pre-Legal,R02
A11065,C0869,Credit Card,401506,59035,High,19040,120,48,Pre-Legal,R02
A11066,C0869,Credit Card,336925,22087,Low,23755,30,60,Legal,R03
A11067,C0870,Telecom,206589,113231,Low,12159,120,12,Legal,R02
A11068,C0871,Personal Loan,30691,144436,High,3023,60,12,Pre-Legal,R02
A11069,C0872,Credit Card,146861,56098,Medium,5833,180,36,Charged-Off,R02
A11070,C0873,Credit Card,496600,441627,Medium,5851,180,48,Legal,R03
A11071,C0873,Telecom,282001,245842,High,6736,30,36,Pre-Legal,R01
A11072,C0874,Credit Card,458046,96983,Medium,24330,120,24,Legal,R02
A11073,C0875,Credit Card,68435,432260,Low,6528,180,60,Legal,R01
A11074,C0875,Credit Card,294507,160138,Medium,16276,30,12,Pre-Legal,R01
A11075,C0876,Telecom,141691,418150,Low,19584,60,48,Pre-Legal,R03
A11076,C0877,Credit Card,173947,236325,High,4013,60,36,Legal,R02
A11077,C0877,Telecom,223156,117820,Medium,18432,180,60,Pre-Legal,R03
A11078,C0878,Credit Card,196555,383423,High,13121,120,48,Pre-Legal,R03
A11079,C0879,Telecom,296800,300410,Medium,10720,120,24,Pre-Legal,R03
A11080,C0879,Credit Card,405891,187805,High,4917,120,48,Pre-Legal,R01
A11081,C0880,Credit Card,393199,134097,Medium,11943,60,24,Pre-Legal,R02
A11082,C0880,Personal Loan,34679,311649,High,18106,60,48,Legal,R02
A11083,C0881,Credit Card,235101,233438,High,8626,30,60,Pre-Legal,R03
A11084,C0881,Credit Card,350975,358367,High,2621,120,12,Pre-Legal,R01
A11085,C0882,Credit Card,494643,423816,Medium,9145,60,60,Legal,R01
A11086,C0883,Telecom,296476,69895,Low,7765,180,60,Legal,R02
A11087,C0884,Personal Loan,257895,417204,Medium,13452,120,24,Pre-Legal,R02
A11088,C0885,Credit Card,171836,205984,Medium,13434,30,24,Pre-Legal,R02
A11089,C0885,Telecom,222476,159143,High,8541,60,36,Pre-Legal,R01
A11090,C0886,Telecom,310367,310719,Medium,11900,30,12,Legal,R03
A11091,C0886,Credit Card,198501,324887,Medium,579,180,60,Pre-Legal,R03
A11092,C0887,Credit Card,152019,358524,High,17024,120,60,Pre-Legal,R03
A11093,C0888,Telecom,221926,339379,High,15905,180,24,Pre-Legal,R03
A11094,C0889,Telecom,432546,227338,Medium,15883,30,24,Legal,R02
A11095,C0889,Telecom,449904,217301,Medium,24622,120,48,Legal,R03
A11096,C0890,Personal Loan,106314,205664,Low,21514,240,12,Pre-Legal,R03
A11097,C0891,Credit Card,62129,269935,Medium,12026,180,60,Pre-Legal,R02
A11098,C0891,Personal Loan,104946,103918,Low,24155,60,48,Pre-Legal,R02
A11099,C0892,Personal Loan,203643,147216,Low,12713,180,48,Pre-Legal,R02
A11100,C0893,Credit Card,446960,461640,Medium,11048,180,48,Legal,R02
A11101,C0893,Personal Loan,208766,331921,High,14261,60,12,Legal,R03
A11102,C0894,Personal Loan,312412,150362,Medium,6946,30,12,Legal,R02
A11103,C0895,Telecom,475026,65357,Medium,17473,60,48,Legal,R03
A11104,C0896,Credit Card,489044,123380,Low,9155,120,36,Legal,R03
A11105,C0897,Credit Card,284952,290995,High,15558,180,48,Charged-Off,R02
A11106,C0898,Personal Loan,259128,319280,Low,23420,240,24,Legal,R03
A11107,C0899,Telecom,32926,245431,Medium,20480,30,48,Legal,R03
A11108,C0900,Credit Card,36321,418985,Medium,16651,60,48,Pre-Legal,R02
A11109,C0901,Credit Card,149191,389975,High,16547,120,60,Pre-Legal,R02
A11110,C0902,Personal Loan,117052,142894,Medium,9300,180,48,Legal,R01
A11111,C0903,Personal Loan,486935,53692,Low,14401,120,60,Charged-Off,R02
A11112,C0904,Credit Card,393834,445037,Medium,6573,120,24,Charged-Off,R03
A11113,C0905,Personal Loan,79668,369100,Medium,21647,60,12,Charged-Off,R02
A11114,C0905,Telecom,238400,365404,Medium,14528,60,12,Pre-Legal,R01
A11115,C0906,Personal Loan,290871,201478,High,11334,180,48,Pre-Legal,R03
A11116,C0907,Personal Loan,295140,329629,Medium,13972,60,60,Pre-Legal,R03
A11117,C0907,Personal Loan,157095,35543,Medium,4367,120,60,Legal,R01
A11118,C0908,Personal Loan,299190,290541,Medium,3890,120,48,Legal,R01
A11119,C0909,Personal Loan,154918,158431,High,8564,120,48,Pre-Legal,R02
A11120,C0909,Personal Loan,461588,34674,Medium,2751,180,24,Pre-Legal,R02
A11121,C0910,Personal Loan,237443,118229,Low,19790,120,12,Charged-Off,R01
A11122,C0911,Credit Card,47122,306525,Medium,23767,30,36,Legal,R01
A11123,C0912,Personal Loan,216334,466127,High,13397,180,48,Legal,R03
A11124,C0913,Personal Loan,173609,411010,High,24496,120,36,Charged-Off,R03
A11125,C0914,Credit Card,197047,211582,High,22790,120,36,Legal,R02
A11126,C0914,Personal Loan,268917,295866,Medium,18485,60,48,Legal,R02
A11127,C0915,Personal Loan,42036,271306,High,15703,30,48,Pre-Legal,R03
A11128,C0915,Telecom,331809,128408,Low,7001,30,60,Pre-Legal,R02
A11129,C0916,Personal Loan,289856,292961,Medium,23956,240,48,Pre-Legal,R01
A11130,C0916,Personal Loan,239983,303237,High,11799,30,24,Pre-Legal,R01
A11131,C0917,Personal Loan,102951,252015,Medium,21831,60,48,Legal,R02
A11132,C0917,Credit Card,361358,397439,Medium,19850,120,24,Pre-Legal,R01
A11133,C0918,Telecom,459179,450199,High,17082,30,36,Charged-Off,R01
A11134,C0919,Personal Loan,449708,112753,High,23477,30,48,Pre-Legal,R03
A11135,C0920,Personal Loan,108898,318979,Low,8265,240,60,Legal,R02
A11136,C0920,Credit Card,192413,278380,Medium,15038,120,12,Legal,R02
A11137,C0921,Telecom,434919,321335,Low,11899,180,24,Pre-Legal,R02
A11138,C0922,Personal Loan,325262,74615,Medium,24065,180,24,Pre-Legal,R03
A11139,C0923,Credit Card,342650,302111,High,23992,30,24,Pre-Legal,R01
A11140,C0924,Telecom,161296,253332,Low,22946,60,12,Legal,R01
A11141,C0925,Personal Loan,124381,80671,High,4533,30,36,Pre-Legal,R01
A11142,C0925,Credit Card,163954,163017,Medium,3814,30,48,Pre-Legal,R03
A11143,C0926,Telecom,383254,256337,Medium,9592,120,48,Pre-Legal,R01
A11144,C0927,Personal Loan,292363,366161,Low,5685,30,60,Legal,R01
A11145,C0928,Telecom,365469,146195,Low,6409,180,12,Pre-Legal,R02
A11146,C0929,Credit Card,482422,458509,Low,15529,120,36,Pre-Legal,R03
A11147,C0930,Personal Loan,449174,249324,Low,18508,30,60,Charged-Off,R03
A11148,C0931,Credit Card,115373,147047,High,4818,60,24,Legal,R02
A11149,C0931,Credit Card,387112,388830,Medium,12927,30,60,Pre-Legal,R03
A11150,C0932,Personal Loan,35412,139135,Low,18541,240,60,Pre-Legal,R03
A11151,C0933,Telecom,187858,372345,High,18708,240,60,Legal,R02
A11152,C0933,Telecom,176778,225926,Low,17238,120,60,Legal,R01
A11153,C0934,Personal Loan,494766,375881,High,1367,120,48,Pre-Legal,R02
A11154,C0934,Telecom,163128,469699,Low,13641,180,36,Pre-Legal,R03
A11155,C0935,Telecom,499329,248336,High,19716,60,48,Pre-Legal,R02
A11156,C0935,Credit Card,306881,38390,Medium,6046,60,24,Pre-Legal,R02
A11157,C0936,Telecom,116342,257936,High,12020,120,48,Legal,R02
A11158,C0937,Personal Loan,481596,197957,High,10190,240,48,Pre-Legal,R01
A11159,C0938,Credit Card,33219,385652,Medium,22189,180,24,Pre-Legal,R01
A11160,C0938,Personal Loan,232078,195029,Low,12228,60,48,Pre-Legal,R01
A11161,C0939,Credit Card,31675,104606,Medium,19709,30,36,Pre-Legal,R02
A11162,C0940,Personal Loan,138411,165184,Low,23730,30,12,Pre-Legal,R03
A11163,C0941,Personal Loan,110853,136992,Low,12112,30,24,Pre-Legal,R03
A11164,C0942,Credit Card,385556,311695,Low,22714,120,36,Legal,R03
A11165,C0943,Personal Loan,193708,477441,High,15187,240,12,Pre-Legal,R03
A11166,C0944,Credit Card,264987,356910,Low,10540,120,12,Legal,R02
A11167,C0945,Personal Loan,307556,160384,Low,21718,120,60,Pre-Legal,R01
A11168,C0946,Credit Card,398865,23002,Low,14398,180,48,Charged-Off,R03
A11169,C0947,Telecom,194458,145864,Low,21823,30,60,Legal,R01
A11170,C0947,Telecom,204884,78271,High,16128,60,24,Legal,R01
A11171,C0948,Credit Card,371554,259000,Medium,6817,30,48,Pre-Legal,R03
A11172,C0949,Credit Card,441541,295602,Medium,16506,120,60,Pre-Legal,R02
A11173,C0949,Personal Loan,101234,144282,Low,2071,60,24,Pre-Legal,R02
A11174,C0950,Personal Loan,400445,187492,Low,6527,120,48,Pre-Legal,R02
A11175,C0950,Credit Card,281712,454600,High,24010,30,60,Pre-Legal,R01
A11176,C0951,Personal Loan,250066,428623,High,3937,180,48,Legal,R01
A11177,C0952,Credit Card,195477,447058,Medium,19261,30,36,Pre-Legal,R02
A11178,C0953,Personal Loan,184704,316829,High,9477,180,12,Pre-Legal,R01
A11179,C0954,Credit Card,422112,372479,Medium,7690,180,60,Legal,R03
A11180,C0955,Personal Loan,95535,101390,High,7272,180,48,Pre-Legal,R02
A11181,C0956,Telecom,487909,138355,High,1061,30,24,Legal,R01
A11182,C0957,Credit Card,186078,163616,Medium,12517,60,36,Pre-Legal,R01
A11183,C0958,Personal Loan,393739,476373,Medium,1787,30,60,Pre-Legal,R01
A11184,C0959,Telecom,445454,250576,Low,3638,240,24,Pre-Legal,R02
A11185,C0960,Personal Loan,230186,431584,High,6219,180,12,Legal,R03
A11186,C0961,Personal Loan,269048,355398,Medium,22053,240,12,Charged-Off,R03
A11187,C0962,Telecom,89776,308603,Low,15410,60,48,Pre-Legal,R03
A11188,C0963,Personal Loan,232243,467132,Low,16307,240,48,Pre-Legal,R03
A11189,C0963,Personal Loan,80693,308577,Medium,16304,120,48,Legal,R03
A11190,C0964,Telecom,39477,293271,High,12973,120,60,Legal,R03
A11191,C0965,Credit Card,232875,318658,High,11946,180,60,Pre-Legal,R02
A11192,C0966,Credit Card,25560,123763,Low,5814,60,36,Legal,R02
A11193,C0967,Personal Loan,190532,56986,Low,20117,240,48,Pre-Legal,R01
A11194,C0967,Credit Card,164763,386930,Low,6428,60,60,Legal,R01
A11195,C0968,Credit Card,29940,312313,Medium,12932,30,48,Legal,R03
A11196,C0969,Credit Card,178337,15530,Low,10719,60,24,Legal,R02
A11197,C0970,Telecom,78642,200321,Low,6563,60,24,Legal,R01
A11198,C0971,Telecom,305110,452239,Medium,2716,240,24,Pre-Legal,R03
A11199,C0972,Personal Loan,495314,127696,Medium,24855,240,36,Legal,R01
A11200,C0973,Personal Loan,406425,26116,Medium,18265,30,48,Legal,R02
A11201,C0974,Personal Loan,105261,415222,Low,5847,120,36,Legal,R03
A11202,C0974,Telecom,229691,64647,Medium,19631,60,60,Pre-Legal,R03
A11203,C0975,Telecom,34546,187596,Low,24918,30,12,Legal,R03
A11204,C0975,Credit Card,140045,346642,Low,5354,240,60,Pre-Legal,R01
A11205,C0976,Personal Loan,119895,137641,Medium,24679,180,24,Legal,R03
A11206,C0977,Personal Loan,421274,159776,Low,11588,120,60,Legal,R03
A11207,C0978,Credit Card,225065,479244,Low,21955,30,36,Legal,R03
A11208,C0979,Telecom,485847,321935,Low,1558,120,12,Legal,R02
A11209,C0979,Credit Card,375183,231879,High,16398,120,12,Pre-Legal,R03
A11210,C0980,Credit Card,346910,80711,Low,15606,30,36,Pre-Legal,R03
A11211,C0981,Credit Card,225384,90348,High,22135,30,48,Pre-Legal,R02
A11212,C0982,Telecom,269130,65697,High,21388,180,36,Pre-Legal,R03
A11213,C0983,Personal Loan,361293,317311,Medium,17277,180,36,Pre-Legal,R02
A11214,C0983,Credit Card,27509,233924,High,14581,60,24,Pre-Legal,R03
A11215,C0984,Personal Loan,150204,453868,High,2774,30,12,Pre-Legal,R03
A11216,C0985,Credit Card,248845,323840,High,6604,120,36,Pre-Legal,R03
A11217,C0986,Credit Card,158519,166343,Medium,20665,30,36,Legal,R01
A11218,C0987,Credit Card,131414,347729,Low,21588,180,12,Pre-Legal,R03
A11219,C0988,Telecom,343633,300135,Medium,24957,180,36,Legal,R01
A11220,C0989,Credit Card,35330,424680,High,17141,120,48,Charged-Off,R01
A11221,C0990,Credit Card,220122,440950,Medium,2852,30,60,Legal,R01
A11222,C0991,Personal Loan,116993,130742,Low,22271,240,12,Pre-Legal,R01
A11223,C0992,Personal Loan,110947,46152,High,6066,180,12,Pre-Legal,R03
A11224,C0993,Credit Card,61815,473213,High,22751,60,48,Legal,R02
A11225,C0994,Personal Loan,54121,451211,Medium,17563,120,36,Pre-Legal,R03
A11226,C0995,Personal Loan,330062,111666,Low,6625,240,48,Pre-Legal,R03
A11227,C0996,Credit Card,58634,365857,Low,16751,60,12,Legal,R03
A11228,C0997,Credit Card,398337,102762,Low,5820,120,48,Pre-Legal,R01
A11229,C0998,Telecom,444653,297663,Low,20295,30,48,Legal,R03
A11230,C0999,Credit Card,80666,378021,High,9921,120,36,Legal,R02
A11231,C1000,Credit Card,338952,48580,Low,10630,120,48,Pre-Legal,R01
