signal_id,account_id,customer_id,past_payment_frequency,avg_payment_percent,broken_promises_count,last_contact_outcome,last_call_sentiment,digital_engagement_score,response_latency_days
S01176,A11176,C0951,Regular,1.5,1,Connected,Neutral,19,16
S01177,A11177,C0952,None,1.7,4,Connected,Distressed,41,11
S01178,A11178,C0953,Regular,2.54,5,Refused,Distressed,50,15
S01179,A11179,C0954,Irregular,2.25,3,No Answer,Distressed,22,11
S01180,A11180,C0955,None,4.58,4,No Answer,Cooperative,28,8
S01181,A11181,C0956,Irregular,6.22,4,Connected,Distressed,66,15
S01182,A11182,C0957,Regular,1.73,2,Connected,Cooperative,13,8
S01183,A11183,C0958,Irregular,6.79,0,No Answer,Neutral,27,8
S01184,A11184,C0959,None,7.52,0,Connected,Distressed,97,3
S01185,A11185,C0960,Irregular,1.35,6,No Answer,Cooperative,74,8
S01186,A11186,C0961,None,5.63,5,Refused,Neutral,60,0
S01187,A11187,C0962,None,0.96,1,No Answer,Cooperative,19,15
S01188,A11188,C0963,None,8.95,3,No Answer,Cooperative,18,7
S01189,A11189,C0963,None,0.78,4,Connected,Neutral,57,7
S01190,A11190,C0964,Regular,8.92,3,Connected,Neutral,82,6
S01191,A11191,C0965,None,6.59,5,No Answer,Distressed,40,4
S01192,A11192,C0966,Regular,4.82,3,Connected,Distressed,47,1
S01193,A11193,C0967,Irregular,8.43,1,No Answer,Cooperative,66,14
S01194,A11194,C0967,Regular,3.03,2,No Answer,Distressed,71,1
S01195,A11195,C0968,Regular,8.46,0,Refused,Cooperative,56,18
S01196,A11196,C0969,Regular,0.63,6,Connected,Cooperative,38,5
S01197,A11197,C0970,None,8.64,4,No Answer,Cooperative,18,3
S01198,A11198,C0971,Irregular,6.62,3,Connected,Cooperative,24,7
S01199,A11199,C0972,Irregular,1.37,3,Refused,Cooperative,64,11
S01200,A11200,C0973,Regular,6.7,4,Connected,Angry,16,4
S01201,A11201,C0974,Irregular,9.04,1,No Answer,Cooperative,93,19
S01202,A11202,C0974,None,5.96,0,Connected,Neutral,40,20
S01203,A11203,C0975,Regular,8.03,0,No Answer,Angry,36,11
S01204,A11204,C0975,None,5.09,1,Refused,Neutral,53,20
S01205,A11205,C0976,Irregular,8.01,3,No Answer,Cooperative,44,13
S01206,A11206,C0977,Irregular,1.01,6,Connected,Distressed,78,14
S01207,A11207,C0978,Irregular,9.26,4,No Answer,Neutral,21,11
S01208,A11208,C0979,Irregular,2.04,5,Refused,Neutral,56,0
S01209,A11209,C0979,Irregular,5.06,2,No Answer,Distressed,48,10
S01210,A11210,C0980,Regular,2.7,0,Refused,Cooperative,27,9
S01211,A11211,C0981,Irregular,1.27,1,Connected,Cooperative,35,18
S01212,A11212,C0982,Regular,1.96,0,Refused,Neutral,64,17
S01213,A11213,C0983,Irregular,0.58,0,Connected,Cooperative,96,17
S01214,A11214,C0983,Regular,8.08,0,No Answer,Neutral,93,17
S01215,A11215,C0984,Regular,2.29,0,Connected,Distressed,35,11
S01216,A11216,C0985,Irregular,2.16,1,Connected,Neutral,58,17
S01217,A11217,C0986,None,3.54,1,Refused,Neutral,34,7
S01218,A11218,C0987,Regular,9.5,0,No Answer,Angry,52,8
S01219,A11219,C0988,Regular,5.09,1,Refused,Angry,30,6
S01220,A11220,C0989,Irregular,5.27,1,Refused,Cooperative,71,20
S01221,A11221,C0990,Regular,6.76,5,No Answer,Cooperative,51,18
S01222,A11222,C0991,Irregular,1.62,5,Connected,Neutral,23,2
S01223,A11223,C0992,Irregular,1.05,5,Refused,Cooperative,49,3
S01224,A11224,C0993,Regular,7.59,0,No Answer,Cooperative,85,16
S01225,A11225,C0994,None,9.49,5,Refused,Neutral,55,19
S01226,A11226,C0995,None,4.48,6,Connected,Distressed,81,18
S01227,A11227,C0996,None,5.12,6,No Answer,Neutral,65,9
S01228,A11228,C0997,Regular,6.28,1,Connected,Angry,20,12
S01229,A11229,C0998,Irregular,9.89,0,Refused,Distressed,74,2
S01230,A11230,C0999,Irregular,1.45,0,No Answer,Neutral,79,10
S01231,A11231,C1000,Irregular,1.13,3,Refused,Neutral,46,9
