offer_id,account_id,offer_sequence_number,ai_recommended_offer_percent,actual_agent_offer_percent,offer_type,offer_percent,installment_months,emi_percent_of_income,offer_channel,offer_timestamp,response_timestamp,days_between_offer_and_response,ai_confidence_score,human_override_flag,override_reason_code,customer_response,considered_offer_percents
O51315,A10933,1,69,74,Installment,74,6,12,SMS,2026-02-10,2026-02-11,1,0.87,Yes,Agent_Discretion,Rejected,"[74, 69, 64]"
O51316,A10934,1,28,33,Lump-Sum,33,0,18,Email,2026-02-25,2026-03-10,13,0.58,Yes,Agent_Discretion,Rejected,"[33, 28, 23]"
O51317,A10934,2,26,26,Lump-Sum,26,0,18,Call,2026-02-14,2026-02-14,0,0.58,No,NONE,No Response,"[31, 26, 21]"
O51318,A10935,1,56,56,Installment,56,3,17,SMS,2026-02-11,2026-03-01,18,0.72,No,NONE,Accepted,"[61, 56, 51]"
O51319,A10935,2,64,69,Installment,69,6,19,Call,2026-01-21,2026-01-21,0,0.9,Yes,Agent_Discretion,Accepted,"[69, 64, 59]"
O51320,A10936,1,77,77,Installment,77,6,14,Call,2026-03-13,2026-03-17,4,0.78,No,NONE,Accepted,"[82, 77, 72]"
O51321,A10936,2,70,70,Installment,70,3,10,Email,2026-01-12,2026-01-13,1,0.86,No,NONE,Accepted,"[75, 70, 65]"
O51322,A10937,1,71,71,Installment,71,6,13,Call,2026-01-11,2026-01-13,2,0.64,No,NONE,Rejected,"[76, 71, 66]"
O51323,A10938,1,76,81,Installment,81,6,16,SMS,2026-01-13,2026-01-24,11,0.88,Yes,Agent_Discretion,Accepted,"[81, 76, 71]"
O51324,A10938,2,72,72,Installment,72,3,8,Email,2026-03-13,2026-03-24,11,0.7,No,NONE,Rejected,"[77, 72, 67]"
O51325,A10939,1,80,85,Installment,85,6,17,SMS,2026-03-01,2026-03-07,6,0.63,Yes,Agent_Discretion,Accepted,"[85, 80, 75]"
O51326,A10940,1,77,82,Installment,82,9,19,Email,2026-01-02,2026-01-20,18,0.87,Yes,Agent_Discretion,No Response,"[82, 77, 72]"
O51327,A10940,2,76,76,Installment,76,6,21,SMS,2026-01-30,2026-02-04,5,0.6,No,NONE,Rejected,"[81, 76, 71]"
O51328,A10941,1,46,46,Installment,46,6,9,SMS,2026-03-19,2026-03-26,7,0.79,No,NONE,Accepted,"[51, 46, 41]"
O51329,A10941,2,52,52,Installment,52,3,13,Call,2026-01-25,2026-01-27,2,0.68,No,NONE,Accepted,"[57, 52, 47]"
O51330,A10942,1,83,83,Installment,83,6,13,Call,2026-02-02,2026-02-02,0,0.84,No,NONE,Accepted,"[88, 83, 78]"
O51331,A10942,2,70,70,Installment,70,6,16,Email,2026-01-21,2026-01-21,0,0.71,No,NONE,No Response,"[75, 70, 65]"
O51332,A10943,1,78,83,Installment,83,6,8,Email,2026-01-04,2026-01-22,18,0.8,Yes,Agent_Discretion,Accepted,"[83, 78, 73]"
O51333,A10944,1,59,59,Installment,59,3,19,Email,2026-03-26,2026-04-15,20,0.86,No,NONE,Accepted,"[64, 59, 54]"
O51334,A10944,2,62,62,Installment,62,3,16,SMS,2026-03-15,2026-04-02,18,0.89,No,NONE,Rejected,"[67, 62, 57]"
O51335,A10945,1,81,81,Installment,81,6,15,Email,2026-03-23,2026-04-02,10,0.85,No,NONE,Rejected,"[86, 81, 76]"
O51336,A10946,1,45,45,Installment,45,3,9,Call,2026-01-24,2026-01-27,3,0.61,No,NONE,Rejected,"[50, 45, 40]"
O51337,A10946,2,50,50,Installment,50,6,21,SMS,2026-02-07,2026-02-09,2,0.82,No,NONE,Rejected,"[55, 50, 45]"
O51338,A10947,1,55,55,Installment,55,9,20,SMS,2026-01-04,2026-01-08,4,0.78,No,NONE,No Response,"[60, 55, 50]"
O51339,A10948,1,71,71,Installment,71,3,17,Call,2026-02-05,2026-02-11,6,0.77,No,NONE,Accepted,"[76, 71, 66]"
O51340,A10948,2,72,72,Installment,72,3,16,Call,2026-03-12,2026-03-25,13,0.81,No,NONE,No Response,"[77, 72, 67]"
O51341,A10949,1,74,74,Installment,74,3,20,SMS,2026-03-18,2026-03-23,5,0.7,No,NONE,Accepted,"[79, 74, 69]"
O51342,A10949,2,69,69,Installment,69,6,10,Email,2026-02-08,2026-02-15,7,0.88,No,NONE,Accepted,"[74, 69, 64]"
O51343,A10950,1,83,83,Installment,83,6,15,SMS,2026-02-19,2026-03-05,14,0.6,No,NONE,Rejected,"[88, 83, 78]"
O51344,A10951,1,61,61,Installment,61,3,10,SMS,2026-01-19,2026-02-03,15,0.79,No,NONE,Rejected,"[66, 61, 56]"
O51345,A10952,1,61,61,Installment,61,6,19,Call,2026-02-27,2026-03-06,7,0.74,No,NONE,Accepted,"[66, 61, 56]"
O51346,A10953,1,61,61,Installment,61,6,9,SMS,2026-01-03,2026-01-17,14,0.71,No,NONE,Rejected,"[66, 61, 56]"
O51347,A10954,1,68,73,Installment,73,9,19,SMS,2026-02-26,2026-03-06,8,0.7,Yes,Agent_Discretion,Accepted,"[73, 68, 63]"
O51348,A10954,2,80,85,Installment,85,9,20,SMS,2026-02-24,2026-03-12,16,0.82,Yes,Agent_Discretion,Accepted,"[85, 80, 75]"
O51349,A10955,1,73,73,Installment,73,6,19,Email,2026-01-28,2026-02-09,12,0.79,No,NONE,No Response,"[78, 73, 68]"
O51350,A10956,1,62,62,Installment,62,9,12,Call,2026-03-03,2026-03-14,11,0.56,No,NONE,Rejected,"[67, 62, 57]"
O51351,A10957,1,59,59,Installment,59,6,19,SMS,2026-01-29,2026-02-13,15,0.67,No,NONE,Accepted,"[64, 59, 54]"
O51352,A10957,2,49,49,Installment,49,3,11,SMS,2026-01-12,2026-01-22,10,0.87,No,NONE,Accepted,"[54, 49, 44]"
O51353,A10958,1,53,53,Installment,53,9,21,Email,2026-02-24,2026-03-09,13,0.75,No,NONE,Rejected,"[58, 53, 48]"
O51354,A10958,2,56,56,Installment,56,3,19,Email,2026-02-15,2026-02-16,1,0.89,No,NONE,Accepted,"[61, 56, 51]"
O51355,A10959,1,70,70,Installment,70,3,20,Call,2026-02-10,2026-02-18,8,0.76,No,NONE,Rejected,"[75, 70, 65]"
O51356,A10959,2,78,78,Installment,78,3,15,Call,2026-01-08,2026-01-11,3,0.71,No,NONE,Rejected,"[83, 78, 73]"
O51357,A10960,1,50,50,Installment,50,9,15,SMS,2026-02-02,2026-02-13,11,0.55,No,NONE,Rejected,"[55, 50, 45]"
O51358,A10960,2,49,49,Installment,49,6,10,Email,2026-03-22,2026-04-11,20,0.6,No,NONE,Rejected,"[54, 49, 44]"
O51359,A10961,1,47,47,Installment,47,3,18,Call,2026-03-14,2026-03-19,5,0.74,No,NONE,Rejected,"[52, 47, 42]"
O51360,A10961,2,46,51,Installment,51,6,9,SMS,2026-03-13,2026-03-25,12,0.78,Yes,Agent_Discretion,No Response,"[51, 46, 41]"
O51361,A10962,1,46,46,Installment,46,6,14,SMS,2026-03-19,2026-04-02,14,0.86,No,NONE,Accepted,"[51, 46, 41]"
O51362,A10963,1,49,49,Installment,49,6,16,Email,2026-02-21,2026-02-24,3,0.68,No,NONE,Accepted,"[54, 49, 44]"
O51363,A10963,2,52,52,Installment,52,9,17,SMS,2026-03-25,2026-04-08,14,0.84,No,NONE,Accepted,"[57, 52, 47]"
O51364,A10964,1,82,82,Installment,82,3,12,Call,2026-02-16,2026-03-02,14,0.68,No,NONE,No Response,"[87, 82, 77]"
O51365,A10965,1,73,73,Installment,73,6,20,SMS,2026-02-12,2026-02-12,0,0.72,No,NONE,No Response,"[78, 73, 68]"
O51366,A10966,1,62,62,Installment,62,3,9,Email,2026-03-17,2026-04-04,18,0.79,No,NONE,No Response,"[67, 62, 57]"
O51367,A10967,1,59,59,Installment,59,9,17,Call,2026-02-21,2026-03-12,19,0.81,No,NONE,Rejected,"[64, 59, 54]"
O51368,A10967,2,54,54,Installment,54,3,18,SMS,2026-03-19,2026-03-20,1,0.78,No,NONE,Accepted,"[59, 54, 49]"
O51369,A10968,1,51,51,Installment,51,9,18,Email,2026-01-27,2026-02-12,16,0.7,No,NONE,Rejected,"[56, 51, 46]"
O51370,A10969,1,27,27,Lump-Sum,27,0,18,SMS,2026-01-25,2026-02-02,8,0.64,No,NONE,Rejected,"[32, 27, 22]"
O51371,A10970,1,46,46,Installment,46,6,19,Call,2026-02-14,2026-03-03,17,0.59,No,NONE,Accepted,"[51, 46, 41]"
O51372,A10971,1,56,61,Installment,61,3,11,Call,2026-02-24,2026-03-09,13,0.56,Yes,Agent_Discretion,Accepted,"[61, 56, 51]"
O51373,A10971,2,61,61,Installment,61,9,14,Call,2026-02-17,2026-02-21,4,0.74,No,NONE,Rejected,"[66, 61, 56]"
O51374,A10972,1,79,79,Installment,79,6,21,SMS,2026-02-19,2026-03-04,13,0.62,No,NONE,Accepted,"[84, 79, 74]"
O51375,A10973,1,78,78,Installment,78,6,17,Email,2026-03-02,2026-03-21,19,0.85,No,NONE,Accepted,"[83, 78, 73]"
O51376,A10974,1,65,65,Installment,65,3,12,Call,2026-03-09,2026-03-15,6,0.81,No,NONE,Rejected,"[70, 65, 60]"
O51377,A10974,2,83,83,Installment,83,9,8,SMS,2026-01-24,2026-02-03,10,0.69,No,NONE,Rejected,"[88, 83, 78]"
O51378,A10975,1,72,77,Installment,77,9,16,SMS,2026-03-24,2026-03-29,5,0.56,Yes,Agent_Discretion,Accepted,"[77, 72, 67]"
O51379,A10976,1,29,29,Lump-Sum,29,0,8,Call,2026-03-21,2026-03-21,0,0.56,No,NONE,Accepted,"[34, 29, 24]"
O51380,A10976,2,38,38,Lump-Sum,38,0,15,SMS,2026-01-17,2026-01-30,13,0.69,No,NONE,Rejected,"[43, 38, 33]"
O51381,A10977,1,83,83,Installment,83,3,16,Call,2026-03-22,2026-03-22,0,0.72,No,NONE,Rejected,"[88, 83, 78]"
O51382,A10978,1,41,41,Lump-Sum,41,0,10,Call,2026-01-31,2026-02-11,11,0.64,No,NONE,Rejected,"[46, 41, 36]"
O51383,A10979,1,64,64,Installment,64,9,9,SMS,2026-02-11,2026-02-24,13,0.87,No,NONE,Rejected,"[69, 64, 59]"
O51384,A10979,2,54,54,Installment,54,9,12,Call,2026-03-14,2026-04-02,19,0.67,No,NONE,Rejected,"[59, 54, 49]"
O51385,A10980,1,24,24,Lump-Sum,24,0,17,SMS,2026-01-01,2026-01-21,20,0.79,No,NONE,Accepted,"[29, 24, 19]"
O51386,A10981,1,49,54,Installment,54,6,18,Call,2026-03-31,2026-04-20,20,0.76,Yes,Agent_Discretion,Rejected,"[54, 49, 44]"
O51387,A10982,1,83,83,Installment,83,6,11,SMS,2026-02-07,2026-02-09,2,0.66,No,NONE,Accepted,"[88, 83, 78]"
O51388,A10983,1,24,24,Lump-Sum,24,0,20,SMS,2026-03-16,2026-03-18,2,0.62,No,NONE,Accepted,"[29, 24, 19]"
O51389,A10984,1,62,62,Installment,62,6,13,SMS,2026-01-20,2026-01-28,8,0.56,No,NONE,No Response,"[67, 62, 57]"
O51390,A10985,1,83,83,Installment,83,9,12,SMS,2026-01-21,2026-02-04,14,0.74,No,NONE,Rejected,"[88, 83, 78]"
O51391,A10985,2,73,73,Installment,73,3,11,Call,2026-01-14,2026-01-19,5,0.69,No,NONE,Rejected,"[78, 73, 68]"
O51392,A10986,1,49,49,Installment,49,9,14,Call,2026-01-20,2026-02-04,15,0.79,No,NONE,No Response,"[54, 49, 44]"
O51393,A10987,1,73,73,Installment,73,3,20,Email,2026-03-16,2026-03-23,7,0.59,No,NONE,Rejected,"[78, 73, 68]"
O51394,A10987,2,68,68,Installment,68,3,19,SMS,2026-03-05,2026-03-06,1,0.79,No,NONE,Accepted,"[73, 68, 63]"
O51395,A10988,1,62,67,Installment,67,6,17,Call,2026-02-14,2026-02-27,13,0.77,Yes,Agent_Discretion,Rejected,"[67, 62, 57]"
O51396,A10988,2,56,56,Installment,56,9,10,SMS,2026-03-10,2026-03-30,20,0.74,No,NONE,Accepted,"[61, 56, 51]"
O51397,A10989,1,83,83,Installment,83,9,19,Email,2026-02-21,2026-02-26,5,0.57,No,NONE,Accepted,"[88, 83, 78]"
O51398,A10989,2,66,66,Installment,66,6,9,Call,2026-03-02,2026-03-14,12,0.84,No,NONE,Accepted,"[71, 66, 61]"
O51399,A10990,1,53,58,Installment,58,9,16,Email,2026-03-23,2026-04-10,18,0.73,Yes,Agent_Discretion,Rejected,"[58, 53, 48]"
O51400,A10991,1,64,64,Installment,64,3,19,Email,2026-01-04,2026-01-08,4,0.7,No,NONE,Rejected,"[69, 64, 59]"
O51401,A10991,2,55,55,Installment,55,3,21,Call,2026-01-13,2026-01-26,13,0.77,No,NONE,Accepted,"[60, 55, 50]"
O51402,A10992,1,82,82,Installment,82,6,21,Call,2026-01-15,2026-01-30,15,0.66,No,NONE,Accepted,"[87, 82, 77]"
O51403,A10993,1,61,66,Installment,66,3,13,Email,2026-01-23,2026-02-01,9,0.86,Yes,Agent_Discretion,No Response,"[66, 61, 56]"
O51404,A10993,2,47,47,Installment,47,6,12,Call,2026-02-28,2026-03-06,6,0.62,No,NONE,Accepted,"[52, 47, 42]"
O51405,A10994,1,74,74,Installment,74,9,9,Email,2026-01-09,2026-01-19,10,0.67,No,NONE,Rejected,"[79, 74, 69]"
O51406,A10995,1,67,67,Installment,67,3,18,Email,2026-03-16,2026-04-04,19,0.85,No,NONE,Accepted,"[72, 67, 62]"
O51407,A10996,1,78,78,Installment,78,3,10,SMS,2026-03-07,2026-03-24,17,0.72,No,NONE,Accepted,"[83, 78, 73]"
O51408,A10996,2,82,82,Installment,82,6,14,SMS,2026-02-24,2026-03-05,9,0.88,No,NONE,Accepted,"[87, 82, 77]"
O51409,A10997,1,78,78,Installment,78,6,11,Call,2026-02-05,2026-02-18,13,0.82,No,NONE,Rejected,"[83, 78, 73]"
O51410,A10997,2,76,76,Installment,76,9,18,Call,2026-02-09,2026-02-12,3,0.85,No,NONE,Rejected,"[81, 76, 71]"
O51411,A10998,1,72,72,Installment,72,9,10,Email,2026-01-07,2026-01-14,7,0.73,No,NONE,No Response,"[77, 72, 67]"
O51412,A10998,2,83,83,Installment,83,9,18,Email,2026-03-22,2026-03-31,9,0.6,No,NONE,No Response,"[88, 83, 78]"
O51413,A10999,1,62,62,Installment,62,3,14,Call,2026-01-20,2026-02-06,17,0.85,No,NONE,Accepted,"[67, 62, 57]"
O51414,A10999,2,54,59,Installment,59,9,11,SMS,2026-01-23,2026-02-09,17,0.72,Yes,Agent_Discretion,Accepted,"[59, 54, 49]"
O51415,A11000,1,45,45,Installment,45,9,19,Email,2026-03-11,2026-03-17,6,0.62,No,NONE,Accepted,"[50, 45, 40]"
O51416,A11001,1,76,76,Installment,76,9,13,Email,2026-01-14,2026-01-25,11,0.86,No,NONE,Accepted,"[81, 76, 71]"
O51417,A11002,1,53,53,Installment,53,3,8,Call,2026-02-10,2026-02-21,11,0.69,No,NONE,Accepted,"[58, 53, 48]"
O51418,A11003,1,65,65,Installment,65,3,14,SMS,2026-03-15,2026-03-18,3,0.68,No,NONE,Accepted,"[70, 65, 60]"
O51419,A11004,1,25,25,Lump-Sum,25,0,9,Call,2026-01-15,2026-01-19,4,0.57,No,NONE,Accepted,"[30, 25, 20]"
O51420,A11005,1,81,81,Installment,81,9,9,Call,2026-03-09,2026-03-20,11,0.71,No,NONE,Rejected,"[86, 81, 76]"
O51421,A11006,1,63,63,Installment,63,9,19,Email,2026-01-30,2026-02-11,12,0.67,No,NONE,Accepted,"[68, 63, 58]"
O51422,A11007,1,48,48,Installment,48,9,19,Email,2026-01-03,2026-01-04,1,0.78,No,NONE,No Response,"[53, 48, 43]"
O51423,A11007,2,53,53,Installment,53,9,10,Email,2026-01-14,2026-01-27,13,0.66,No,NONE,Rejected,"[58, 53, 48]"
O51424,A11008,1,63,63,Installment,63,6,14,SMS,2026-03-19,2026-04-03,15,0.89,No,NONE,Accepted,"[68, 63, 58]"
O51425,A11008,2,47,47,Installment,47,6,8,Email,2026-01-28,2026-02-06,9,0.62,No,NONE,Accepted,"[52, 47, 42]"
O51426,A11009,1,56,56,Installment,56,3,12,SMS,2026-02-13,2026-02-28,15,0.62,No,NONE,Accepted,"[61, 56, 51]"
O51427,A11010,1,75,75,Installment,75,3,19,Call,2026-01-06,2026-01-14,8,0.73,No,NONE,Accepted,"[80, 75, 70]"
O51428,A11010,2,66,66,Installment,66,6,13,Call,2026-01-03,2026-01-12,9,0.68,No,NONE,Accepted,"[71, 66, 61]"
O51429,A11011,1,74,74,Installment,74,6,21,SMS,2026-03-11,2026-03-27,16,0.77,No,NONE,Accepted,"[79, 74, 69]"
O51430,A11012,1,63,63,Installment,63,3,11,Email,2026-01-07,2026-01-15,8,0.68,No,NONE,Accepted,"[68, 63, 58]"
O51431,A11013,1,59,59,Installment,59,3,11,SMS,2026-03-20,2026-04-06,17,0.58,No,NONE,Rejected,"[64, 59, 54]"
O51432,A11013,2,58,58,Installment,58,6,13,Call,2026-03-15,2026-03-22,7,0.57,No,NONE,Accepted,"[63, 58, 53]"
O51433,A11014,1,59,59,Installment,59,6,21,Call,2026-02-24,2026-03-07,11,0.76,No,NONE,Accepted,"[64, 59, 54]"
O51434,A11015,1,80,80,Installment,80,9,16,SMS,2026-03-19,2026-04-06,18,0.75,No,NONE,Accepted,"[85, 80, 75]"
O51435,A11016,1,63,68,Installment,68,6,17,Call,2026-01-30,2026-02-07,8,0.6,Yes,Agent_Discretion,Accepted,"[68, 63, 58]"
O51436,A11017,1,65,65,Installment,65,3,18,SMS,2026-02-16,2026-02-19,3,0.72,No,NONE,No Response,"[70, 65, 60]"
O51437,A11017,2,84,84,Installment,84,6,9,Call,2026-01-05,2026-01-05,0,0.55,No,NONE,Accepted,"[89, 84, 79]"
O51438,A11018,1,80,80,Installment,80,6,9,Email,2026-01-12,2026-01-31,19,0.57,No,NONE,Rejected,"[85, 80, 75]"
O51439,A11019,1,81,86,Installment,86,6,10,SMS,2026-02-19,2026-02-26,7,0.7,Yes,Agent_Discretion,Accepted,"[86, 81, 76]"
O51440,A11020,1,72,72,Installment,72,9,13,SMS,2026-02-27,2026-03-11,12,0.77,No,NONE,Accepted,"[77, 72, 67]"
O51441,A11021,1,65,70,Installment,70,9,10,Email,2026-02-28,2026-03-12,12,0.71,Yes,Agent_Discretion,Accepted,"[70, 65, 60]"
O51442,A11022,1,47,52,Installment,52,3,19,Email,2026-03-03,2026-03-07,4,0.78,Yes,Agent_Discretion,Accepted,"[52, 47, 42]"
O51443,A11023,1,58,58,Installment,58,9,16,SMS,2026-02-18,2026-02-28,10,0.75,No,NONE,Accepted,"[63, 58, 53]"
O51444,A11024,1,65,65,Installment,65,6,10,SMS,2026-01-08,2026-01-12,4,0.74,No,NONE,Accepted,"[70, 65, 60]"
O51445,A11024,2,79,79,Installment,79,6,12,Call,2026-02-13,2026-02-25,12,0.86,No,NONE,Accepted,"[84, 79, 74]"
O51446,A11025,1,80,80,Installment,80,3,14,Email,2026-01-27,2026-02-08,12,0.76,No,NONE,Rejected,"[85, 80, 75]"
O51447,A11025,2,82,82,Installment,82,6,20,Call,2026-02-20,2026-03-05,13,0.57,No,NONE,Rejected,"[87, 82, 77]"
O51448,A11026,1,84,84,Installment,84,3,9,SMS,2026-01-22,2026-02-11,20,0.81,No,NONE,Accepted,"[89, 84, 79]"
O51449,A11027,1,53,53,Installment,53,6,8,Call,2026-01-07,2026-01-15,8,0.7,No,NONE,Accepted,"[58, 53, 48]"
O51450,A11028,1,62,62,Installment,62,3,17,SMS,2026-01-14,2026-02-02,19,0.6,No,NONE,Rejected,"[67, 62, 57]"
O51451,A11029,1,52,52,Installment,52,6,18,SMS,2026-01-16,2026-01-23,7,0.82,No,NONE,Rejected,"[57, 52, 47]"
O51452,A11030,1,81,81,Installment,81,3,16,Call,2026-01-31,2026-02-04,4,0.66,No,NONE,Accepted,"[86, 81, 76]"
O51453,A11031,1,58,63,Installment,63,3,21,SMS,2026-02-07,2026-02-09,2,0.87,Yes,Agent_Discretion,Accepted,"[63, 58, 53]"
O51454,A11032,1,52,52,Installment,52,6,17,Call,2026-01-18,2026-02-02,15,0.8,No,NONE,Rejected,"[57, 52, 47]"
O51455,A11033,1,67,67,Installment,67,3,13,SMS,2026-01-09,2026-01-29,20,0.69,No,NONE,Accepted,"[72, 67, 62]"
O51456,A11034,1,83,83,Installment,83,9,14,Email,2026-03-01,2026-03-15,14,0.66,No,NONE,Accepted,"[88, 83, 78]"
O51457,A11035,1,68,68,Installment,68,9,10,Email,2026-01-22,2026-01-24,2,0.58,No,NONE,Rejected,"[73, 68, 63]"
O51458,A11036,1,36,36,Lump-Sum,36,0,13,Call,2026-02-19,2026-03-06,15,0.83,No,NONE,Accepted,"[41, 36, 31]"
O51459,A11037,1,61,61,Installment,61,6,19,Call,2026-02-04,2026-02-15,11,0.7,No,NONE,Rejected,"[66, 61, 56]"
O51460,A11037,2,62,67,Installment,67,3,15,SMS,2026-02-27,2026-03-19,20,0.57,Yes,Agent_Discretion,Rejected,"[67, 62, 57]"
O51461,A11038,1,66,71,Installment,71,9,20,SMS,2026-03-17,2026-03-26,9,0.71,Yes,Agent_Discretion,Rejected,"[71, 66, 61]"
O51462,A11038,2,79,79,Installment,79,3,20,SMS,2026-03-28,2026-04-16,19,0.89,No,NONE,Accepted,"[84, 79, 74]"
O51463,A11039,1,68,68,Installment,68,9,21,SMS,2026-02-27,2026-03-03,4,0.73,No,NONE,Accepted,"[73, 68, 63]"
O51464,A11039,2,68,73,Installment,73,3,8,SMS,2026-03-19,2026-03-27,8,0.66,Yes,Agent_Discretion,No Response,"[73, 68, 63]"
O51465,A11040,1,76,76,Installment,76,6,8,Call,2026-03-20,2026-04-09,20,0.71,No,NONE,Rejected,"[81, 76, 71]"
O51466,A11041,1,52,57,Installment,57,3,12,Call,2026-03-09,2026-03-12,3,0.62,Yes,Agent_Discretion,Rejected,"[57, 52, 47]"
O51467,A11042,1,82,82,Installment,82,9,9,Call,2026-03-06,2026-03-20,14,0.83,No,NONE,Accepted,"[87, 82, 77]"
O51468,A11042,2,83,83,Installment,83,3,21,Email,2026-02-08,2026-02-10,2,0.86,No,NONE,Accepted,"[88, 83, 78]"
O51469,A11043,1,82,82,Installment,82,3,12,Call,2026-02-01,2026-02-07,6,0.59,No,NONE,Accepted,"[87, 82, 77]"
O51470,A11044,1,66,66,Installment,66,6,8,SMS,2026-02-08,2026-02-16,8,0.6,No,NONE,Rejected,"[71, 66, 61]"
O51471,A11045,1,80,80,Installment,80,9,19,SMS,2026-03-08,2026-03-16,8,0.63,No,NONE,Accepted,"[85, 80, 75]"
O51472,A11046,1,70,70,Installment,70,9,21,SMS,2026-03-22,2026-04-05,14,0.75,No,NONE,Accepted,"[75, 70, 65]"
O51473,A11046,2,67,67,Installment,67,3,17,SMS,2026-01-10,2026-01-22,12,0.79,No,NONE,No Response,"[72, 67, 62]"
O51474,A11047,1,75,75,Installment,75,3,9,Call,2026-03-17,2026-04-04,18,0.71,No,NONE,Rejected,"[80, 75, 70]"
O51475,A11047,2,81,81,Installment,81,9,13,Call,2026-01-15,2026-01-18,3,0.84,No,NONE,No Response,"[86, 81, 76]"
O51476,A11048,1,53,53,Installment,53,9,9,Call,2026-01-23,2026-02-02,10,0.85,No,NONE,Accepted,"[58, 53, 48]"
O51477,A11049,1,67,67,Installment,67,3,17,Email,2026-02-05,2026-02-09,4,0.56,No,NONE,Accepted,"[72, 67, 62]"
O51478,A11049,2,66,66,Installment,66,9,15,Email,2026-03-23,2026-03-30,7,0.89,No,NONE,Accepted,"[71, 66, 61]"
O51479,A11050,1,70,70,Installment,70,6,17,Call,2026-02-03,2026-02-21,18,0.74,No,NONE,Rejected,"[75, 70, 65]"
O51480,A11051,1,68,73,Installment,73,3,11,Call,2026-02-27,2026-03-13,14,0.76,Yes,Agent_Discretion,Accepted,"[73, 68, 63]"
O51481,A11052,1,81,81,Installment,81,3,20,Call,2026-02-24,2026-03-02,6,0.82,No,NONE,Accepted,"[86, 81, 76]"
O51482,A11053,1,64,64,Installment,64,9,20,Call,2026-01-21,2026-01-29,8,0.58,No,NONE,Accepted,"[69, 64, 59]"
O51483,A11054,1,54,59,Installment,59,9,12,Call,2026-02-24,2026-03-10,14,0.65,Yes,Agent_Discretion,Accepted,"[59, 54, 49]"
O51484,A11055,1,51,56,Installment,56,6,16,SMS,2026-01-30,2026-02-01,2,0.87,Yes,Agent_Discretion,Rejected,"[56, 51, 46]"
O51485,A11056,1,26,26,Lump-Sum,26,0,9,Email,2026-03-10,2026-03-12,2,0.64,No,NONE,Accepted,"[31, 26, 21]"
O51486,A11056,2,23,23,Lump-Sum,23,0,20,Call,2026-02-09,2026-03-01,20,0.67,No,NONE,Accepted,"[28, 23, 18]"
O51487,A11057,1,48,48,Installment,48,6,13,Email,2026-02-11,2026-02-27,16,0.87,No,NONE,Accepted,"[53, 48, 43]"
O51488,A11057,2,53,53,Installment,53,9,16,SMS,2026-02-03,2026-02-15,12,0.88,No,NONE,Accepted,"[58, 53, 48]"
O51489,A11058,1,47,47,Installment,47,3,21,SMS,2026-02-01,2026-02-10,9,0.68,No,NONE,Accepted,"[52, 47, 42]"
O51490,A11059,1,41,46,Lump-Sum,46,0,8,Email,2026-01-31,2026-02-07,7,0.57,Yes,Agent_Discretion,Rejected,"[46, 41, 36]"
O51491,A11059,2,26,26,Lump-Sum,26,0,8,Call,2026-01-10,2026-01-27,17,0.65,No,NONE,Accepted,"[31, 26, 21]"
O51492,A11060,1,50,50,Installment,50,3,17,SMS,2026-03-17,2026-03-22,5,0.59,No,NONE,Rejected,"[55, 50, 45]"
O51493,A11061,1,30,30,Lump-Sum,30,0,14,Email,2026-03-15,2026-03-29,14,0.73,No,NONE,Rejected,"[35, 30, 25]"
O51494,A11062,1,54,54,Installment,54,6,20,SMS,2026-02-14,2026-02-28,14,0.76,No,NONE,No Response,"[59, 54, 49]"
O51495,A11063,1,53,53,Installment,53,9,17,SMS,2026-01-31,2026-02-20,20,0.63,No,NONE,Accepted,"[58, 53, 48]"
O51496,A11063,2,50,50,Installment,50,9,10,SMS,2026-02-21,2026-03-09,16,0.56,No,NONE,No Response,"[55, 50, 45]"
O51497,A11064,1,81,81,Installment,81,9,9,SMS,2026-01-14,2026-01-30,16,0.58,No,NONE,No Response,"[86, 81, 76]"
O51498,A11064,2,73,73,Installment,73,6,19,SMS,2026-01-21,2026-01-26,5,0.58,No,NONE,Accepted,"[78, 73, 68]"
O51499,A11065,1,49,49,Installment,49,3,14,Email,2026-03-17,2026-04-05,19,0.61,No,NONE,Accepted,"[54, 49, 44]"
O51500,A11065,2,55,55,Installment,55,9,8,Email,2026-03-26,2026-04-06,11,0.59,No,NONE,Accepted,"[60, 55, 50]"
O51501,A11066,1,66,66,Installment,66,9,8,Call,2026-01-04,2026-01-21,17,0.62,No,NONE,Accepted,"[71, 66, 61]"
O51502,A11067,1,46,46,Installment,46,3,16,Email,2026-02-26,2026-03-10,12,0.6,No,NONE,Accepted,"[51, 46, 41]"
O51503,A11068,1,76,76,Installment,76,6,11,Call,2026-03-02,2026-03-04,2,0.89,No,NONE,Accepted,"[81, 76, 71]"
O51504,A11068,2,74,74,Installment,74,9,11,Email,2026-01-11,2026-01-12,1,0.66,No,NONE,Accepted,"[79, 74, 69]"
O51505,A11069,1,48,48,Installment,48,6,18,Email,2026-01-29,2026-02-10,12,0.76,No,NONE,Accepted,"[53, 48, 43]"
O51506,A11070,1,52,52,Installment,52,6,14,Email,2026-03-27,2026-04-10,14,0.59,No,NONE,Accepted,"[57, 52, 47]"
O51507,A11070,2,57,57,Installment,57,9,16,SMS,2026-03-06,2026-03-06,0,0.85,No,NONE,Accepted,"[62, 57, 52]"
